画像番号,傾斜角度,初速,センサ時間,ホップ回転数,検出状態
,°,m/sec,usec,rps,
P1110804.JPG,-0.20659446347340152,40.78857919782461,294.2,213.53643995554523,
P1110805.JPG,-0.37852516833157773,40.60913705583756,295.5,213.2852577014985,
P1110806.JPG,-0.30970389995883885,40.885860306643956,293.5,216.42870663313604,
P1110807.JPG,-0.4134320031438222,40.899795501022496,293.4,223.31910496532262,
